subject,item,item_id,subscale,response,y_hat,y_pred,loo,ku
sp00178,41,P_no_time,NVEA,0.0,0.05675,0.939388,-0.064907,0.14787
sp00178,42,P_loved_you,EN,0.0,0.01075,0.98922,-0.011153,0.290225
sp00178,43,P_special,EN,0.0,0.01525,0.983612,-0.017369,0.189893
sp00178,44,P_protect,PN,0.0,0.00575,0.99646,-0.003635,0.328134
sp00178,45,P_ER,PN,0.0,0.00575,0.996922,-0.003176,0.368857
sp00178,46,No_food,PN,0.0,0.0045,0.994717,-0.005324,0.074244
sp00178,47,Dirty_clothes,PN,0.0,0.00175,0.996783,-0.003232,0.076477
sp00178,48,Adult_resposibility,NVEA,1.0,0.185,0.189373,-1.818812,0.30686
sp00178,49,Financial_pressure,NVEA,1.0,0.21175,0.207839,-1.749606,0.243142
sp00178,50,Kept_secrets,NVEA,0.0,0.1635,0.824619,-0.197923,0.054713
sp00178,51,Looked_out_each_other,PN,0.0,0.01875,0.980167,-0.024443,0.252798
sp00178,52,Fam_strength,EN,0.0,0.015,0.984104,-0.018701,0.319161
sp00180,1,Swore,PVA,1.0,0.157,0.150419,-2.604143,0.515377
sp00180,2,Hurtful,PVA,1.0,0.28525,0.286987,-1.743445,0.49853
sp00180,3,Afraid,PVA,0.0,0.126,0.871487,-0.157562,0.100765
sp00180,4,Leave,PVA,0.0,0.0655,0.936741,-0.06682,-0.025005
sp00180,5,Closet,NVEA,0.0,0.01225,0.987256,-0.012883,0.134123
sp00180,6,Pushed,PPhysA,0.0,0.17625,0.815605,-0.222241,0.12013
sp00180,7,Hit,PPhysA,0.0,0.04425,0.959564,-0.042645,0.039043
sp00180,8,Hit_med,PPhysA,0.0,0.00375,0.995729,-0.004299,0.087076
sp00180,9,Spank_open,PPhysA,0.0,0.6365,0.36766,-1.056288,0.052041
sp00180,10,Spanked_bare,PPhysA,0.0,0.1905,0.810412,-0.21351,-0.011415
sp00180,11,Spanked_strap,PPhysA,0.0,0.1625,0.83406,-0.187861,-0.047331
sp00180,12,Sex_comment,SexA,0.0,0.007,0.993811,-0.006242,0.045316
sp00180,13,Fondled,SexA,0.0,0.00575,0.994636,-0.005399,0.141158
sp00180,14,Touch_them,SexA,0.0,0.00175,0.997729,-0.002278,0.135445
sp00180,19,o_fondled,SexA,0.0,0.059,0.936157,-0.066683,-0.061149
sp00180,20,o_intercourse,SexA,0.0,0.02275,0.978207,-0.022115,-0.037378
sp00180,21,Adults_push_m,WIPV,0.0,0.0475,0.954549,-0.047423,0.087036
sp00180,22,Adults_hit_m,WIPV,0.0,0.014,0.988422,-0.011721,-0.013618
sp00180,23,Adults_hit_med_m,WIPV,0.0,0.0075,0.994177,-0.005862,0.12789
sp00180,24,Adults_push_f,WIPV,0.0,0.039,0.962908,-0.038342,0.058266
sp00180,25,Adults_hit_f,WIPV,0.0,0.00425,0.994376,-0.00566,0.150281
sp00180,26,peer_swore,PeerVA,1.0,0.80625,0.806556,-0.281517,0.362777
sp00180,27,Peer_hurtful,PeerVA,1.0,0.88125,0.878332,-0.167441,0.485772
sp00180,28,Peer_Rumors,PeerVA,1.0,0.56325,0.577035,-0.606061,0.150865
sp00180,29,Peer_Excluded,PeerVA,1.0,0.58075,0.578825,-0.611626,0.199023
sp00180,30,Peer_afraid,PeerVA,0.0,0.24775,0.766241,-0.320243,0.36104
sp00180,31,Peer_threat_money,PeerPhysA,0.0,0.03925,0.961861,-0.039845,0.191358
sp00180,32,Peer_forced,PeerPhysA,0.0,0.08875,0.910375,-0.099849,0.291507
sp00180,33,Peer_pushed,PeerPhysA,0.0,0.38775,0.615616,-0.549905,0.14286
sp00180,34,Peer_hit,PeerPhysA,0.0,0.10675,0.893094,-0.123816,0.249902
sp00180,35,Peer_hit_med,PeerPhysA,0.0,0.0195,0.978691,-0.021966,0.252603
sp00180,38,M_unavail_poor,EN,0.0,0.128,0.864931,-0.150173,-0.052754
sp00180,39,F_unavail_poor,EN,0.0,0.248,0.763829,-0.280048,0.098284
sp00180,40,P_diff_please,NVEA,0.0,0.37,0.627451,-0.505986,0.078943
sp00180,41,P_no_time,NVEA,0.0,0.127,0.867202,-0.14986,0.031972
sp00180,42,P_loved_you,EN,0.0,0.00725,0.989198,-0.011104,0.184953
sp00180,43,P_special,EN,0.0,0.02375,0.981018,-0.020062,0.169623
sp00180,44,P_protect,PN,0.0,0.00775,0.994577,-0.005583,0.301027
sp00180,45,P_ER,PN,0.0,0.0035,0.99594,-0.004171,0.29434
sp00180,46,No_food,PN,0.0,0.0125,0.986226,-0.013986,0.031367
sp00180,47,Dirty_clothes,PN,0.0,0.00925,0.991765,-0.008313,0.146001
sp00180,48,Adult_resposibility,NVEA,0.0,0.28125,0.71558,-0.346128,0.053979
sp00180,49,Financial_pressure,NVEA,0.0,0.312,0.682651,-0.398064,-0.090668
sp00180,50,Kept_secrets,NVEA,0.0,0.25475,0.744961,-0.301615,-0.002595
sp00180,51,Looked_out_each_other,PN,0.0,0.02875,0.97244,-0.034816,0.272996
sp00180,52,Fam_strength,EN,0.0,0.02475,0.973078,-0.032403,0.232281
sp00181,1,Swore,PVA,1.0,0.91025,0.915121,-0.092896,0.112647
sp00181,2,Hurtful,PVA,1.0,0.95875,0.957534,-0.044375,0.213141
sp00181,3,Afraid,PVA,1.0,0.92,0.930062,-0.076197,0.104229
sp00181,4,Leave,PVA,0.0,0.494,0.496023,-0.751492,0.144949
sp00181,5,Closet,NVEA,0.0,0.12625,0.867282,-0.145945,0.010054
sp00181,6,Pushed,PPhysA,1.0,0.86025,0.858997,-0.158161,0.081818
sp00181,7,Hit,PPhysA,1.0,0.66675,0.669817,-0.448887,0.130697
sp00181,8,Hit_med,PPhysA,1.0,0.1725,0.169074,-2.059977,0.020153
sp00181,9,Spank_open,PPhysA,1.0,0.91375,0.908866,-0.096392,-0.001343
sp00181,10,Spanked_bare,PPhysA,0.0,0.48775,0.512888,-0.682563,0.131073
sp00181,11,Spanked_strap,PPhysA,1.0,0.642,0.648849,-0.449421,0.050403
sp00181,12,Sex_comment,SexA,0.0,0.2055,0.794214,-0.248556,0.276694
sp00181,13,Fondled,SexA,0.0,0.1405,0.859365,-0.158752,0.123027
sp00181,14,Touch_them,SexA,0.0,0.081,0.924683,-0.081109,0.195974
sp00181,15,Push_sib,WSV,1.0,0.7265,0.720332,-0.342614,0.072146
sp00181,16,Hit_sib_med,WSV,0.0,0.103,0.899162,-0.111369,0.193557
sp00181,17,Sex_comment_sib,WSV,0.0,0.07175,0.923356,-0.081723,0.072033
sp00181,18,Fondled_sib,WSV,0.0,0.0525,0.954893,-0.047004,0.303309
sp00181,19,o_fondled,SexA,0.0,0.31175,0.691511,-0.378814,-0.043722
sp00181,20,o_intercourse,SexA,0.0,0.099,0.89486,-0.112403,0.056026
sp00181,21,Adults_push_m,WIPV,1.0,0.458,0.480625,-0.795668,0.039808
sp00181,22,Adults_hit_m,WIPV,1.0,0.2345,0.22139,-1.675263,0.192723
sp00181,23,Adults_hit_med_m,WIPV,0.0,0.12275,0.879363,-0.133302,0.138658
sp00181,24,Adults_push_f,WIPV,0.0,0.38475,0.620296,-0.507761,-0.064055
sp00181,25,Adults_hit_f,WIPV,0.0,0.11025,0.88939,-0.121001,0.096297
sp00181,26,peer_swore,PeerVA,1.0,0.815,0.817062,-0.267137,0.40395
sp00181,27,Peer_hurtful,PeerVA,1.0,0.837,0.838532,-0.239119,0.417258
sp00181,28,Peer_Rumors,PeerVA,1.0,0.64725,0.646112,-0.474601,-0.056255
sp00181,29,Peer_Excluded,PeerVA,0.0,0.526,0.474516,-0.848386,0.133701
sp00181,30,Peer_afraid,PeerVA,0.0,0.1925,0.810741,-0.244627,0.274077
sp00181,31,Peer_threat_money,PeerPhysA,0.0,0.06575,0.933956,-0.070997,0.130707
sp00181,32,Peer_forced,PeerPhysA,0.0,0.09625,0.905036,-0.106506,0.278346
sp00181,33,Peer_pushed,PeerPhysA,0.0,0.37025,0.62407,-0.532286,0.192375
sp00181,34,Peer_hit,PeerPhysA,0.0,0.0665,0.935101,-0.071386,0.298723
sp00181,35,Peer_hit_med,PeerPhysA,0.0,0.0185,0.982428,-0.018042,0.258383
sp00181,38,M_unavail_poor,EN,0.0,0.63825,0.363607,-1.073534,0.099304
sp00181,39,F_unavail_poor,EN,1.0,0.712,0.705261,-0.359302,0.102847
sp00181,40,P_diff_please,NVEA,1.0,0.87975,0.880078,-0.130338,0.00154
sp00181,41,P_no_time,NVEA,0.0,0.72825,0.261233,-1.468674,0.099407
sp00181,42,P_loved_you,EN,0.0,0.01275,0.990708,-0.009465,0.125907
sp00181,43,P_special,EN,0.0,0.0235,0.97546,-0.025852,0.185145
sp00181,44,P_protect,PN,0.0,0.02125,0.981519,-0.019656,0.25167
sp00181,45,P_ER,PN,0.0,0.008,0.991064,-0.009252,0.206285
sp00181,46,No_food,PN,0.0,0.27775,0.725058,-0.345699,0.082304
sp00181,47,Dirty_clothes,PN,1.0,0.17775,0.180382,-1.909894,0.134154
sp00181,48,Adult_resposibility,NVEA,1.0,0.692,0.696991,-0.368881,0.040668
sp00181,49,Financial_pressure,NVEA,1.0,0.75975,0.755626,-0.286253,0.062209
sp00181,50,Kept_secrets,NVEA,0.0,0.607,0.381414,-0.990294,0.017983
sp00181,51,Looked_out_each_other,PN,0.0,0.06025,0.941812,-0.077473,0.369885
sp00181,52,Fam_strength,EN,0.0,0.11775,0.883318,-0.18073,0.286524
sp00182,1,Swore,PVA,1.0,0.1625,0.164959,-2.415349,0.157828
sp00182,2,Hurtful,PVA,0.0,0.306,0.69093,-0.442694,0.026292
sp00182,3,Afraid,PVA,0.0,0.1455,0.857647,-0.175344,0.036549
sp00182,4,Leave,PVA,0.0,0.0675,0.932307,-0.071608,-0.074468
sp00182,5,Closet,NVEA,0.0,0.0155,0.986369,-0.013787,-0.013346
sp00182,6,Pushed,PPhysA,0.0,0.206,0.801652,-0.240553,0.012426
sp00182,7,Hit,PPhysA,0.0,0.04025,0.955441,-0.047083,-0.046055
sp00182,8,Hit_med,PPhysA,0.0,0.00425,0.995307,-0.004725,0.061973
sp00182,9,Spank_open,PPhysA,0.0,0.6465,0.355106,-1.087095,-0.0045
sp00182,10,Spanked_bare,PPhysA,0.0,0.1905,0.804035,-0.22136,-0.025169
sp00182,11,Spanked_strap,PPhysA,0.0,0.1705,0.825074,-0.198813,-0.079693
sp00182,12,Sex_comment,SexA,0.0,0.0085,0.99322,-0.006839,-0.028909
sp00182,13,Fondled,SexA,0.0,0.00525,0.994143,-0.005898,0.050426
sp00182,14,Touch_them,SexA,0.0,0.0015,0.997528,-0.00248,0.03293
sp00182,19,o_fondled,SexA,0.0,0.0705,0.932925,-0.070149,-0.056249
sp00182,20,o_intercourse,SexA,0.0,0.02475,0.977258,-0.023085,-0.019513
sp00182,21,Adults_push_m,WIPV,0.0,0.0475,0.950754,-0.051489,-0.029562
sp00182,22,Adults_hit_m,WIPV,0.0,0.01575,0.98736,-0.012805,0.035093
sp00182,23,Adults_hit_med_m,WIPV,0.0,0.00575,0.993698,-0.006345,0.067351
sp00182,24,Adults_push_f,WIPV,0.0,0.03425,0.960188,-0.041184,-0.080436
sp00182,25,Adults_hit_f,WIPV,0.0,0.0075,0.993882,-0.00616,0.009413
sp00182,26,peer_swore,PeerVA,1.0,0.966,0.966833,-0.036716,0.335008
sp00182,27,Peer_hurtful,PeerVA,1.0,0.9875,0.984306,-0.016749,0.335333
sp00182,28,Peer_Rumors,PeerVA,0.0,0.78975,0.218375,-1.742336,0.249438
sp00182,29,Peer_Excluded,PeerVA,0.0,0.801,0.202362,-1.857727,0.182113
sp00182,30,Peer_afraid,PeerVA,1.0,0.56275,0.569442,-0.745831,0.154952
sp00182,31,Peer_threat_money,PeerPhysA,1.0,0.12475,0.124425,-2.523632,0.107463
sp00182,32,Peer_forced,PeerPhysA,0.0,0.2725,0.726166,-0.377627,0.248041
sp00182,33,Peer_pushed,PeerPhysA,1.0,0.64625,0.656109,-0.480033,0.057248
sp00182,34,Peer_hit,PeerPhysA,1.0,0.3295,0.336339,-1.435873,0.130963
sp00182,35,Peer_hit_med,PeerPhysA,0.0,0.0885,0.913445,-0.098814,0.313802
sp00182,38,M_unavail_poor,EN,0.0,0.13825,0.856671,-0.159921,-0.064351
sp00182,39,F_unavail_poor,EN,0.0,0.24525,0.752893,-0.294572,0.012644
sp00182,40,P_diff_please,NVEA,1.0,0.3955,0.390001,-1.053239,0.116319
sp00182,41,P_no_time,NVEA,0.0,0.144,0.857469,-0.161562,-0.024994
sp00182,42,P_loved_you,EN,0.0,0.08625,0.911205,-0.100225,0.439021
sp00182,43,P_special,EN,1.0,0.1555,0.164579,-2.315011,0.291538
sp00182,44,P_protect,PN,0.0,0.077,0.91791,-0.095655,0.185346
sp00182,45,P_ER,PN,0.0,0.0715,0.924409,-0.089733,0.321172
sp00182,46,No_food,PN,0.0,0.013,0.985005,-0.015238,0.03459
sp00182,47,Dirty_clothes,PN,0.0,0.00825,0.991077,-0.009009,0.044239
sp00182,48,Adult_resposibility,NVEA,0.0,0.294,0.70502,-0.360635,-0.008921
sp00182,49,Financial_pressure,NVEA,0.0,0.3305,0.67007,-0.416608,-0.024594
sp00182,50,Kept_secrets,NVEA,0.0,0.25675,0.73664,-0.312742,-0.104842
sp00182,51,Looked_out_each_other,PN,0.0,0.39425,0.604095,-0.837973,0.531258
sp00182,52,Fam_strength,EN,1.0,0.36475,0.366734,-1.91652,0.574824
sp00183,1,Swore,PVA,1.0,0.8835,0.88433,-0.130475,0.066468
sp00183,2,Hurtful,PVA,1.0,0.93175,0.941532,-0.062111,0.151721
sp00183,3,Afraid,PVA,0.0,0.893,0.098888,-2.818501,0.49938
sp00183,4,Leave,PVA,0.0,0.4445,0.549409,-0.640392,0.036112
sp00183,5,Closet,NVEA,1.0,0.12,0.11178,-2.337517,0.226482
sp00183,6,Pushed,PPhysA,1.0,0.82325,0.823112,-0.204483,-0.027097
sp00183,7,Hit,PPhysA,0.0,0.61275,0.402094,-1.067479,0.277383
sp00183,8,Hit_med,PPhysA,0.0,0.12175,0.86993,-0.148072,0.227154
sp00183,9,Spank_open,PPhysA,1.0,0.90475,0.896979,-0.109714,0.020181
sp00183,10,Spanked_bare,PPhysA,0.0,0.4575,0.540082,-0.629038,0.070945
sp00183,11,Spanked_strap,PPhysA,1.0,0.60975,0.607618,-0.519105,-0.01501
sp00183,12,Sex_comment,SexA,1.0,0.16675,0.163202,-2.083192,0.169358
sp00183,13,Fondled,SexA,0.0,0.104,0.888535,-0.123391,0.306614
sp00183,14,Touch_them,SexA,0.0,0.061,0.942489,-0.060893,0.149919
sp00183,15,Push_sib,WSV,0.0,0.67675,0.32236,-1.217774,0.153117
sp00183,16,Hit_sib_med,WSV,0.0,0.0755,0.923187,-0.083115,0.209592
sp00183,17,Sex_comment_sib,WSV,1.0,0.069,0.062698,-3.025328,0.019202
sp00183,18,Fondled_sib,WSV,0.0,0.041,0.963957,-0.037193,0.205964
sp00183,19,o_fondled,SexA,1.0,0.27925,0.278279,-1.332397,0.067304
sp00183,20,o_intercourse,SexA,0.0,0.0885,0.906473,-0.099262,0.191502
sp00183,21,Adults_push_m,WIPV,1.0,0.434,0.423271,-0.938881,0.031561
sp00183,22,Adults_hit_m,WIPV,1.0,0.19775,0.181483,-1.897774,0.079176
sp00183,23,Adults_hit_med_m,WIPV,0.0,0.0975,0.903304,-0.105056,0.232541
sp00183,24,Adults_push_f,WIPV,1.0,0.32425,0.330649,-1.198834,0.057566
sp00183,25,Adults_hit_f,WIPV,0.0,0.0915,0.911031,-0.095866,0.141291
sp00183,26,peer_swore,PeerVA,1.0,0.99425,0.994906,-0.005213,0.418286
sp00183,27,Peer_hurtful,PeerVA,1.0,0.99775,0.997072,-0.002994,0.496996
sp00183,28,Peer_Rumors,PeerVA,1.0,0.9235,0.917524,-0.088885,0.181769
sp00183,29,Peer_Excluded,PeerVA,1.0,0.89825,0.894364,-0.117408,0.218066
sp00183,30,Peer_afraid,PeerVA,1.0,0.7865,0.793131,-0.282572,0.421703
sp00183,31,Peer_threat_money,PeerPhysA,1.0,0.3935,0.391986,-1.159116,0.289454
sp00183,32,Peer_forced,PeerPhysA,1.0,0.55325,0.551089,-0.745869,0.263133
sp00183,33,Peer_pushed,PeerPhysA,1.0,0.834,0.832479,-0.199831,0.258216
sp00183,34,Peer_hit,PeerPhysA,0.0,0.52,0.481848,-0.978371,0.313786
sp00183,35,Peer_hit_med,PeerPhysA,0.0,0.21425,0.792788,-0.282715,0.409617
sp00183,38,M_unavail_poor,EN,0.0,0.59075,0.408779,-0.950481,0.150706
sp00183,39,F_unavail_poor,EN,1.0,0.67125,0.670755,-0.412044,-0.049465
sp00183,40,P_diff_please,NVEA,0.0,0.85525,0.142681,-2.078007,0.083554
sp00183,41,P_no_time,NVEA,0.0,0.695,0.30859,-1.288743,0.036662
sp00183,42,P_loved_you,EN,0.0,0.01125,0.990377,-0.009824,0.315697
sp00183,43,P_special,EN,0.0,0.02625,0.975579,-0.025749,0.330568
sp00183,44,P_protect,PN,0.0,0.0205,0.982196,-0.019354,0.560236
sp00183,45,P_ER,PN,0.0,0.0095,0.991191,-0.009269,0.494837
sp00183,46,No_food,PN,0.0,0.23725,0.773663,-0.274058,0.402313
sp00183,47,Dirty_clothes,PN,0.0,0.14025,0.855697,-0.162705,0.093254
sp00183,48,Adult_resposibility,NVEA,1.0,0.6695,0.66714,-0.414303,-0.113698
sp00183,49,Financial_pressure,NVEA,1.0,0.723,0.727151,-0.326176,-0.012417
sp00183,50,Kept_secrets,NVEA,1.0,0.57725,0.589769,-0.539997,-0.09452
sp00183,51,Looked_out_each_other,PN,0.0,0.0535,0.944144,-0.078212,0.607923
sp00183,52,Fam_strength,EN,0.0,0.10575,0.89333,-0.168865,0.618349
sp00185,1,Swore,PVA,0.0,0.048,0.945183,-0.060858,0.080941
sp00185,2,Hurtful,PVA,0.0,0.118,0.87818,-0.149582,0.123933
sp00185,3,Afraid,PVA,0.0,0.0435,0.958187,-0.046147,0.18798
sp00185,4,Leave,PVA,0.0,0.0325,0.969473,-0.031531,0.041059
sp00185,5,Closet,NVEA,0.0,0.008,0.993489,-0.006555,0.060219
sp00185,6,Pushed,PPhysA,0.0,0.08175,0.916368,-0.093328,-0.004246
sp00185,7,Hit,PPhysA,0.0,0.013,0.985819,-0.014552,0.211243
sp00185,8,Hit_med,PPhysA,0.0,0.0015,0.998475,-0.00153,0.151883
sp00185,9,Spank_open,PPhysA,0.0,0.49875,0.494182,-0.758759,0.09234
sp00185,10,Spanked_bare,PPhysA,0.0,0.1285,0.865325,-0.147226,-0.01336
sp00185,11,Spanked_strap,PPhysA,0.0,0.0965,0.904534,-0.103642,-0.037338
sp00185,12,Sex_comment,SexA,0.0,0.00275,0.997724,-0.002286,0.033015
sp00185,13,Fondled,SexA,0.0,0.002,0.997834,-0.002174,0.13938
sp00185,14,Touch_them,SexA,0.0,0.00125,0.999118,-0.000883,0.239148
sp00185,15,Push_sib,WSV,0.0,0.087,0.911463,-0.096575,-0.03224
sp00185,16,Hit_sib_med,WSV,0.0,0.00125,0.998956,-0.001046,0.055083
sp00185,17,Sex_comment_sib,WSV,0.0,0.001,0.997782,-0.002225,0.120296
sp00185,18,Fondled_sib,WSV,0.0,0.00175,0.998548,-0.001455,0.147197
sp00185,19,o_fondled,SexA,0.0,0.03475,0.961526,-0.039635,-0.085576
sp00185,20,o_intercourse,SexA,0.0,0.01575,0.986212,-0.013933,0.056015
sp00185,21,Adults_push_m,WIPV,0.0,0.023,0.979538,-0.020975,0.012104
sp00185,22,Adults_hit_m,WIPV,0.0,0.003,0.995095,-0.004938,0.022251
sp00185,23,Adults_hit_med_m,WIPV,0.0,0.00375,0.997501,-0.002508,-0.139512
sp00185,24,Adults_push_f,WIPV,0.0,0.01775,0.982492,-0.017851,0.013378
sp00185,25,Adults_hit_f,WIPV,0.0,0.00275,0.997525,-0.002484,0.083917
sp00185,26,peer_swore,PeerVA,1.0,0.778,0.779689,-0.340924,0.314583
sp00185,27,Peer_hurtful,PeerVA,1.0,0.8675,0.871377,-0.183269,0.452958
sp00185,28,Peer_Rumors,PeerVA,1.0,0.5265,0.538167,-0.691374,0.133154
sp00185,29,Peer_Excluded,PeerVA,0.0,0.5615,0.424839,-0.985066,0.049992
sp00185,30,Peer_afraid,PeerVA,0.0,0.24375,0.77021,-0.316209,0.236111
sp00185,31,Peer_threat_money,PeerPhysA,0.0,0.03175,0.96979,-0.031363,0.173491
sp00185,32,Peer_forced,PeerPhysA,0.0,0.07825,0.918281,-0.090516,0.066542
sp00185,33,Peer_pushed,PeerPhysA,1.0,0.37625,0.370414,-1.163977,0.050883
sp00185,34,Peer_hit,PeerPhysA,0.0,0.118,0.886603,-0.133137,0.216542
sp00185,35,Peer_hit_med,PeerPhysA,0.0,0.02375,0.978722,-0.021971,0.180829
sp00185,38,M_unavail_poor,EN,0.0,0.0785,0.926882,-0.078226,0.05507
sp00185,39,F_unavail_poor,EN,0.0,0.15275,0.85297,-0.165458,-0.009325
sp00185,40,P_diff_please,NVEA,0.0,0.22225,0.773622,-0.279359,-0.03707
sp00185,41,P_no_time,NVEA,0.0,0.06775,0.936487,-0.068255,0.0249
sp00185,42,P_loved_you,EN,0.0,0.0115,0.988868,-0.011565,0.230451
sp00185,43,P_special,EN,0.0,0.0175,0.983034,-0.018044,0.177473
sp00185,44,P_protect,PN,0.0,0.0025,0.996367,-0.003732,0.259234
sp00185,45,P_ER,PN,0.0,0.00225,0.996885,-0.003206,0.362847
sp00185,46,No_food,PN,0.0,0.0055,0.994392,-0.005655,0.100047
sp00185,47,Dirty_clothes,PN,0.0,0.00275,0.996607,-0.00341,0.160095
sp00185,48,Adult_resposibility,NVEA,0.0,0.19475,0.806829,-0.222581,-0.040766
sp00185,49,Financial_pressure,NVEA,1.0,0.20375,0.212633,-1.72272,0.115829
sp00185,50,Kept_secrets,NVEA,1.0,0.1735,0.178759,-1.850193,0.165199
sp00185,51,Looked_out_each_other,PN,0.0,0.023,0.978761,-0.027574,0.42352
sp00185,52,Fam_strength,EN,0.0,0.02075,0.983769,-0.019262,0.416027
sp00186,1,Swore,PVA,0.0,0.75225,0.249479,-1.679537,0.238378
sp00186,2,Hurtful,PVA,1.0,0.861,0.865596,-0.154308,0.254088
sp00186,3,Afraid,PVA,1.0,0.7745,0.764412,-0.31013,0.284558
sp00186,4,Leave,PVA,0.0,0.30875,0.688797,-0.393325,0.0752
sp00186,5,Closet,NVEA,0.0,0.06575,0.932506,-0.07078,-0.023107
sp00186,6,Pushed,PPhysA,1.0,0.686,0.690926,-0.400982,0.186121
sp00186,7,Hit,PPhysA,0.0,0.38625,0.610324,-0.567437,0.362881
sp00186,8,Hit_med,PPhysA,0.0,0.062,0.940606,-0.063306,0.359343
sp00186,9,Spank_open,PPhysA,1.0,0.85825,0.856122,-0.157251,0.036387
sp00186,10,Spanked_bare,PPhysA,0.0,0.3855,0.615056,-0.494679,0.117623
sp00186,11,Spanked_strap,PPhysA,1.0,0.49025,0.487297,-0.754537,0.050282
sp00186,12,Sex_comment,SexA,0.0,0.0695,0.922203,-0.083856,0.114194
sp00186,13,Fondled,SexA,0.0,0.05175,0.944931,-0.057925,0.201316
sp00186,14,Touch_them,SexA,0.0,0.0275,0.973646,-0.02707,0.198608
sp00186,19,o_fondled,SexA,0.0,0.22175,0.797108,-0.231186,1.8e-05
sp00186,20,o_intercourse,SexA,0.0,0.06525,0.933644,-0.069135,0.145544
sp00186,21,Adults_push_m,WIPV,1.0,0.268,0.277204,-1.411396,0.142107
sp00186,22,Adults_hit_m,WIPV,1.0,0.09675,0.098494,-2.552401,0.143188
sp00186,23,Adults_hit_med_m,WIPV,0.0,0.04875,0.949978,-0.052207,0.209649
sp00186,24,Adults_push_f,WIPV,1.0,0.20275,0.212184,-1.682316,0.143813
sp00186,25,Adults_hit_f,WIPV,0.0,0.052,0.953652,-0.048181,0.066015
sp00186,26,peer_swore,PeerVA,1.0,0.9025,0.899452,-0.128443,0.227819
sp00186,27,Peer_hurtful,PeerVA,1.0,0.92675,0.925699,-0.094318,0.282162
sp00186,28,Peer_Rumors,PeerVA,0.0,0.717,0.290863,-1.41083,0.144086
sp00186,29,Peer_Excluded,PeerVA,1.0,0.64,0.642048,-0.498824,0.114732
