subject,item,item_id,subscale,response,y_hat,y_pred,loo,ku
sp00180,32,Peer_forced,PeerPhysA,0.0,0.03375,0.964775,-0.037059,0.156554
sp00180,33,Peer_pushed,PeerPhysA,0.0,0.1195,0.88253,-0.200609,0.422451
sp00180,34,Peer_hit,PeerPhysA,0.0,0.0085,0.990532,-0.01285,0.695263
sp00180,35,Peer_hit_med,PeerPhysA,0.0,0.0015,0.998191,-0.001847,0.508451
sp00180,38,M_unavail_poor,EN,0.0,0.11575,0.88416,-0.128821,0.053397
sp00180,39,F_unavail_poor,EN,0.0,0.22875,0.782723,-0.255968,0.041314
sp00180,40,P_diff_please,NVEA,0.0,0.31825,0.669217,-0.444567,0.161574
sp00180,41,P_no_time,NVEA,0.0,0.096,0.898066,-0.113296,0.173947
sp00180,42,P_loved_you,EN,0.0,0.013,0.988118,-0.014139,0.615546
sp00180,43,P_special,EN,0.0,0.01975,0.980246,-0.024211,0.47322
sp00180,44,P_protect,PN,0.0,0.00625,0.993388,-0.007271,0.443318
sp00180,45,P_ER,PN,0.0,0.0045,0.994576,-0.005915,0.428633
sp00180,46,No_food,PN,0.0,0.0105,0.990457,-0.009738,0.1435
sp00180,47,Dirty_clothes,PN,0.0,0.008,0.993618,-0.006442,0.067642
sp00180,48,Adult_resposibility,NVEA,0.0,0.11,0.891809,-0.166055,0.349311
sp00180,49,Financial_pressure,NVEA,0.0,0.17,0.832281,-0.22626,0.330155
sp00180,50,Kept_secrets,NVEA,0.0,0.169,0.825823,-0.201847,0.177832
sp00180,51,Looked_out_each_other,PN,0.0,0.0485,0.953086,-0.054583,0.256729
sp00180,52,Fam_strength,EN,0.0,0.04125,0.957088,-0.047895,0.272975
sp00181,1,Swore,PVA,1.0,0.885,0.886792,-0.192284,0.616818
sp00181,2,Hurtful,PVA,1.0,0.96075,0.956049,-0.052797,0.486767
sp00181,3,Afraid,PVA,1.0,0.88125,0.888795,-0.128167,0.312168
sp00181,4,Leave,PVA,0.0,0.434,0.562701,-0.648918,0.358839
sp00181,5,Closet,NVEA,0.0,0.1115,0.886901,-0.123718,0.309517
sp00181,6,Pushed,PPhysA,1.0,0.83675,0.838592,-0.187054,0.149563
sp00181,7,Hit,PPhysA,1.0,0.6115,0.613929,-0.574395,0.103106
sp00181,8,Hit_med,PPhysA,1.0,0.1265,0.129069,-2.386662,0.223899
sp00181,9,Spank_open,PPhysA,1.0,0.981,0.982105,-0.027581,0.70413
sp00181,10,Spanked_bare,PPhysA,0.0,0.48075,0.525886,-1.093488,0.449906
sp00181,11,Spanked_strap,PPhysA,1.0,0.6405,0.650109,-0.589124,0.155468
sp00181,12,Sex_comment,SexA,0.0,0.14525,0.851843,-0.175037,0.282733
sp00181,13,Fondled,SexA,0.0,0.10425,0.895724,-0.116062,0.331656
sp00181,14,Touch_them,SexA,0.0,0.0585,0.947525,-0.05564,0.407896
sp00181,15,Push_sib,WSV,1.0,0.7485,0.738706,-0.424241,0.517398
sp00181,16,Hit_sib_med,WSV,0.0,0.07725,0.919277,-0.094406,0.374833
sp00181,17,Sex_comment_sib,WSV,0.0,0.057,0.939698,-0.068017,0.631496
sp00181,18,Fondled_sib,WSV,0.0,0.0365,0.964714,-0.037903,0.457737
sp00181,19,o_fondled,SexA,0.0,0.2255,0.767074,-0.307917,0.278986
sp00181,20,o_intercourse,SexA,0.0,0.062,0.938058,-0.075105,0.282982
sp00181,21,Adults_push_m,WIPV,1.0,0.80325,0.795827,-0.360721,0.513709
sp00181,22,Adults_hit_m,WIPV,1.0,0.391,0.383179,-1.823964,0.460876
sp00181,23,Adults_hit_med_m,WIPV,0.0,0.1865,0.818008,-0.257148,0.610363
sp00181,24,Adults_push_f,WIPV,0.0,0.546,0.445528,-0.999096,0.32433
sp00181,25,Adults_hit_f,WIPV,0.0,0.143,0.853963,-0.168951,0.490494
sp00181,26,peer_swore,PeerVA,1.0,0.89525,0.895676,-0.132822,0.240769
sp00181,27,Peer_hurtful,PeerVA,1.0,0.9315,0.931728,-0.108134,0.398292
sp00181,28,Peer_Rumors,PeerVA,1.0,0.71325,0.717929,-0.394518,0.221417
sp00181,29,Peer_Excluded,PeerVA,0.0,0.6185,0.37324,-1.457008,0.521623
sp00181,30,Peer_afraid,PeerVA,0.0,0.38725,0.602598,-0.552361,0.311044
sp00181,31,Peer_threat_money,PeerPhysA,0.0,0.0585,0.938532,-0.066964,0.113697
sp00181,32,Peer_forced,PeerPhysA,0.0,0.114,0.877869,-0.139025,0.162737
sp00181,33,Peer_pushed,PeerPhysA,0.0,0.28025,0.725952,-0.545516,0.458025
sp00181,34,Peer_hit,PeerPhysA,0.0,0.01475,0.982389,-0.025454,0.67113
sp00181,35,Peer_hit_med,PeerPhysA,0.0,0.00525,0.994927,-0.005246,0.47234
sp00181,38,M_unavail_poor,EN,0.0,0.55875,0.42824,-0.927313,0.218805
sp00181,39,F_unavail_poor,EN,1.0,0.6615,0.657355,-0.436682,0.002803
sp00181,40,P_diff_please,NVEA,1.0,0.86875,0.871905,-0.141347,0.029028
sp00181,41,P_no_time,NVEA,0.0,0.695,0.296463,-1.361228,0.160618
sp00181,42,P_loved_you,EN,0.0,0.012,0.989053,-0.012237,0.465602
sp00181,43,P_special,EN,0.0,0.03725,0.965181,-0.046978,0.598621
sp00181,44,P_protect,PN,0.0,0.04425,0.95908,-0.05381,0.32318
sp00181,45,P_ER,PN,0.0,0.025,0.977177,-0.028938,0.474072
sp00181,46,No_food,PN,0.0,0.2065,0.804096,-0.248115,0.20178
sp00181,47,Dirty_clothes,PN,1.0,0.136,0.133855,-2.374787,0.414648
sp00181,48,Adult_resposibility,NVEA,1.0,0.7545,0.75629,-0.472822,0.297596
sp00181,49,Financial_pressure,NVEA,1.0,0.7825,0.781118,-0.317968,0.687882
sp00181,50,Kept_secrets,NVEA,0.0,0.61675,0.374533,-1.094674,0.372399
sp00181,51,Looked_out_each_other,PN,0.0,0.17325,0.824356,-0.246941,0.215728
sp00181,52,Fam_strength,EN,0.0,0.22475,0.778555,-0.316213,0.354237
sp00182,1,Swore,PVA,1.0,0.35625,0.358371,-2.03948,0.683167
sp00182,2,Hurtful,PVA,0.0,0.54175,0.448134,-1.331998,0.523744
sp00182,3,Afraid,PVA,0.0,0.274,0.731492,-0.376568,0.156702
sp00182,4,Leave,PVA,0.0,0.11425,0.888273,-0.122304,0.153614
sp00182,5,Closet,NVEA,0.0,0.01675,0.983217,-0.017026,0.159996
sp00182,6,Pushed,PPhysA,0.0,0.19575,0.809204,-0.231226,0.101015
sp00182,7,Hit,PPhysA,0.0,0.03525,0.961882,-0.040161,0.09137
sp00182,8,Hit_med,PPhysA,0.0,0.0075,0.993496,-0.006562,-0.003015
sp00182,9,Spank_open,PPhysA,0.0,0.20925,0.788305,-0.665559,0.578526
sp00182,10,Spanked_bare,PPhysA,0.0,0.03,0.97038,-0.031277,0.226731
sp00182,11,Spanked_strap,PPhysA,0.0,0.0355,0.961818,-0.040751,0.237868
sp00182,12,Sex_comment,SexA,0.0,0.011,0.988723,-0.011467,0.247756
sp00182,13,Fondled,SexA,0.0,0.00925,0.990304,-0.009811,0.25675
sp00182,14,Touch_them,SexA,0.0,0.00325,0.995667,-0.004359,0.141906
sp00182,19,o_fondled,SexA,0.0,0.074,0.92453,-0.084352,0.252986
sp00182,20,o_intercourse,SexA,0.0,0.023,0.979666,-0.021989,0.307474
sp00182,21,Adults_push_m,WIPV,0.0,0.04475,0.95539,-0.069372,0.491459
sp00182,22,Adults_hit_m,WIPV,0.0,0.0095,0.992668,-0.008091,0.484353
sp00182,23,Adults_hit_med_m,WIPV,0.0,0.00525,0.995326,-0.004813,0.30281
sp00182,24,Adults_push_f,WIPV,0.0,0.04825,0.955129,-0.050255,0.162515
sp00182,25,Adults_hit_f,WIPV,0.0,0.00875,0.992025,-0.008094,0.120965
sp00182,26,peer_swore,PeerVA,1.0,0.71675,0.722852,-0.416916,0.231298
sp00182,27,Peer_hurtful,PeerVA,1.0,0.8335,0.83157,-0.303523,0.507901
sp00182,28,Peer_Rumors,PeerVA,0.0,0.523,0.474227,-0.913571,0.410676
sp00182,29,Peer_Excluded,PeerVA,0.0,0.49375,0.507087,-0.853815,0.299826
sp00182,30,Peer_afraid,PeerVA,1.0,0.19875,0.201029,-1.713238,0.148904
sp00182,31,Peer_threat_money,PeerPhysA,1.0,0.1845,0.187439,-1.970504,0.169296
sp00182,32,Peer_forced,PeerPhysA,0.0,0.3095,0.695956,-0.395256,0.149103
sp00182,33,Peer_pushed,PeerPhysA,1.0,0.89725,0.903371,-0.1165,0.330102
sp00182,34,Peer_hit,PeerPhysA,1.0,0.70175,0.694748,-0.84128,0.508674
sp00182,35,Peer_hit_med,PeerPhysA,0.0,0.18975,0.809634,-0.311415,0.350942
sp00182,38,M_unavail_poor,EN,0.0,0.26475,0.736623,-0.32987,0.049011
sp00182,39,F_unavail_poor,EN,0.0,0.33725,0.65645,-0.442168,0.021278
sp00182,40,P_diff_please,NVEA,1.0,0.48275,0.487813,-0.797262,-0.011797
sp00182,41,P_no_time,NVEA,0.0,0.18725,0.8122,-0.223012,0.127418
sp00182,42,P_loved_you,EN,0.0,0.20375,0.796506,-0.335062,0.392965
sp00182,43,P_special,EN,1.0,0.3485,0.345354,-2.186605,0.497472
sp00182,44,P_protect,PN,0.0,0.00525,0.992244,-0.008637,0.477154
sp00182,45,P_ER,PN,0.0,0.007,0.994377,-0.006353,0.570527
sp00182,46,No_food,PN,0.0,0.017,0.981565,-0.01907,0.252421
sp00182,47,Dirty_clothes,PN,0.0,0.01475,0.987034,-0.013184,0.197765
sp00182,48,Adult_resposibility,NVEA,0.0,0.139,0.863078,-0.215559,0.251013
sp00182,49,Financial_pressure,NVEA,0.0,0.217,0.779633,-0.314543,0.350293
sp00182,50,Kept_secrets,NVEA,0.0,0.2265,0.774006,-0.271672,-0.039174
sp00182,51,Looked_out_each_other,PN,0.0,0.0535,0.94762,-0.062445,0.45182
sp00182,52,Fam_strength,EN,1.0,0.323,0.329649,-1.479776,0.141246
sp00183,1,Swore,PVA,1.0,0.8555,0.853906,-0.256977,0.593711
sp00183,2,Hurtful,PVA,1.0,0.9395,0.941777,-0.07234,0.464407
sp00183,3,Afraid,PVA,0.0,0.8625,0.141196,-2.43379,0.224964
sp00183,4,Leave,PVA,0.0,0.3935,0.606063,-0.554153,0.215391
sp00183,5,Closet,NVEA,1.0,0.11675,0.111512,-2.396501,0.044303
sp00183,6,Pushed,PPhysA,1.0,0.7865,0.789757,-0.253008,0.210149
sp00183,7,Hit,PPhysA,0.0,0.51925,0.48261,-0.883673,0.092208
sp00183,8,Hit_med,PPhysA,0.0,0.08525,0.902996,-0.10722,0.185932
sp00183,9,Spank_open,PPhysA,1.0,0.963,0.963189,-0.058027,0.489467
sp00183,10,Spanked_bare,PPhysA,0.0,0.36275,0.636463,-0.691892,0.646514
sp00183,11,Spanked_strap,PPhysA,1.0,0.53925,0.536189,-0.873713,0.226115
sp00183,12,Sex_comment,SexA,1.0,0.1545,0.147133,-2.303973,0.201388
sp00183,13,Fondled,SexA,0.0,0.09125,0.905388,-0.103882,0.240586
sp00183,14,Touch_them,SexA,0.0,0.051,0.952201,-0.050366,0.175264
sp00183,15,Push_sib,WSV,0.0,0.51675,0.486966,-1.186666,0.837428
sp00183,16,Hit_sib_med,WSV,0.0,0.04675,0.953227,-0.050896,0.408297
sp00183,17,Sex_comment_sib,WSV,1.0,0.086,0.080902,-3.380168,0.646457
sp00183,18,Fondled_sib,WSV,0.0,0.046,0.956293,-0.053685,0.599541
sp00183,19,o_fondled,SexA,1.0,0.34725,0.329121,-1.417607,0.268743
sp00183,20,o_intercourse,SexA,0.0,0.1275,0.870792,-0.172005,0.216562
sp00183,21,Adults_push_m,WIPV,1.0,0.88475,0.892691,-0.149006,0.511118
sp00183,22,Adults_hit_m,WIPV,1.0,0.554,0.560051,-1.023062,0.421712
sp00183,23,Adults_hit_med_m,WIPV,0.0,0.29325,0.708581,-0.479095,0.508764
sp00183,24,Adults_push_f,WIPV,1.0,0.654,0.652994,-0.497061,0.29473
sp00183,25,Adults_hit_f,WIPV,0.0,0.18275,0.812921,-0.22649,0.239938
sp00183,26,peer_swore,PeerVA,1.0,0.9755,0.975692,-0.027119,0.229175
sp00183,27,Peer_hurtful,PeerVA,1.0,0.9925,0.992146,-0.009352,0.597635
sp00183,28,Peer_Rumors,PeerVA,1.0,0.882,0.886109,-0.138928,0.170816
sp00183,29,Peer_Excluded,PeerVA,1.0,0.857,0.850895,-0.197554,0.126062
sp00183,30,Peer_afraid,PeerVA,1.0,0.54475,0.55184,-0.670545,0.074506
sp00183,31,Peer_threat_money,PeerPhysA,1.0,0.198,0.210776,-1.849271,0.161301
sp00183,32,Peer_forced,PeerPhysA,1.0,0.315,0.322751,-1.280566,0.130142
sp00183,33,Peer_pushed,PeerPhysA,1.0,0.799,0.800693,-0.304685,0.301893
sp00183,34,Peer_hit,PeerPhysA,0.0,0.32925,0.676317,-0.948756,0.618027
sp00183,35,Peer_hit_med,PeerPhysA,0.0,0.074,0.926549,-0.089929,0.328365
sp00183,38,M_unavail_poor,EN,0.0,0.53675,0.462158,-0.841007,-0.163805
sp00183,39,F_unavail_poor,EN,1.0,0.63375,0.631964,-0.47712,0.083158
sp00183,40,P_diff_please,NVEA,0.0,0.852,0.144624,-2.098279,0.009594
sp00183,41,P_no_time,NVEA,0.0,0.6815,0.316969,-1.294368,0.166653
sp00183,42,P_loved_you,EN,0.0,0.01175,0.988803,-0.012489,0.475653
sp00183,43,P_special,EN,0.0,0.036,0.965413,-0.046001,0.586136
sp00183,44,P_protect,PN,0.0,0.02575,0.974597,-0.030876,0.395276
sp00183,45,P_ER,PN,0.0,0.01125,0.986481,-0.015443,0.397222
sp00183,46,No_food,PN,0.0,0.15275,0.851478,-0.179499,0.204826
sp00183,47,Dirty_clothes,PN,0.0,0.09875,0.897658,-0.113613,0.114415
sp00183,48,Adult_resposibility,NVEA,1.0,0.8415,0.843527,-0.265641,0.417342
sp00183,49,Financial_pressure,NVEA,1.0,0.84925,0.840733,-0.20659,0.201345
sp00183,50,Kept_secrets,NVEA,1.0,0.674,0.667252,-0.436925,0.138996
sp00183,51,Looked_out_each_other,PN,0.0,0.134,0.863912,-0.18018,0.13526
sp00183,52,Fam_strength,EN,0.0,0.21075,0.792136,-0.288782,0.456848
sp00185,1,Swore,PVA,0.0,0.038,0.959367,-0.053892,0.420828
sp00185,2,Hurtful,PVA,0.0,0.1045,0.895734,-0.163614,0.428098
sp00185,3,Afraid,PVA,0.0,0.05675,0.942749,-0.065099,0.265621
sp00185,4,Leave,PVA,0.0,0.0315,0.967693,-0.033461,0.097018
sp00185,5,Closet,NVEA,0.0,0.009,0.99202,-0.008047,0.016929
sp00185,6,Pushed,PPhysA,0.0,0.05925,0.934964,-0.071162,0.052929
sp00185,7,Hit,PPhysA,0.0,0.009,0.990419,-0.009773,0.16916
sp00185,8,Hit_med,PPhysA,0.0,0.003,0.998396,-0.00161,0.232621
sp00185,9,Spank_open,PPhysA,0.0,0.161,0.835992,-0.557168,0.922658
sp00185,10,Spanked_bare,PPhysA,0.0,0.02375,0.974546,-0.026915,0.334622
sp00185,11,Spanked_strap,PPhysA,0.0,0.022,0.979072,-0.021853,0.245739
sp00185,12,Sex_comment,SexA,0.0,0.0035,0.997397,-0.002618,0.291087
sp00185,13,Fondled,SexA,0.0,0.00175,0.997451,-0.002561,0.161005
sp00185,14,Touch_them,SexA,0.0,0.00175,0.998866,-0.001137,0.27973
sp00185,15,Push_sib,WSV,0.0,0.08175,0.91595,-0.110116,0.569988
sp00185,16,Hit_sib_med,WSV,0.0,0.0015,0.998938,-0.001065,0.209214
sp00185,17,Sex_comment_sib,WSV,0.0,0.00175,0.997242,-0.002821,0.727042
sp00185,18,Fondled_sib,WSV,0.0,0.0015,0.998346,-0.001667,0.521124
sp00185,19,o_fondled,SexA,0.0,0.03325,0.963431,-0.038914,0.22619
sp00185,20,o_intercourse,SexA,0.0,0.01125,0.989249,-0.011413,0.468268
sp00185,21,Adults_push_m,WIPV,0.0,0.0175,0.980765,-0.026989,0.527429
sp00185,22,Adults_hit_m,WIPV,0.0,0.00475,0.996363,-0.004044,0.679289
sp00185,23,Adults_hit_med_m,WIPV,0.0,0.003,0.997701,-0.002349,0.296339
sp00185,24,Adults_push_f,WIPV,0.0,0.02175,0.98012,-0.021573,0.288689
sp00185,25,Adults_hit_f,WIPV,0.0,0.0035,0.996814,-0.003216,0.170812
sp00185,26,peer_swore,PeerVA,1.0,0.72975,0.727609,-0.421186,0.249517
sp00185,27,Peer_hurtful,PeerVA,1.0,0.88525,0.879292,-0.203042,0.453448
sp00185,28,Peer_Rumors,PeerVA,1.0,0.53675,0.544682,-0.726932,0.28944
sp00185,29,Peer_Excluded,PeerVA,0.0,0.563,0.434339,-1.102253,0.262355
sp00185,30,Peer_afraid,PeerVA,0.0,0.164,0.834071,-0.189502,0.201192
sp00185,31,Peer_threat_money,PeerPhysA,0.0,0.03175,0.969239,-0.032009,0.229892
sp00185,32,Peer_forced,PeerPhysA,0.0,0.07275,0.922766,-0.083416,0.050396
sp00185,33,Peer_pushed,PeerPhysA,1.0,0.4105,0.412122,-1.954933,0.782057
sp00185,34,Peer_hit,PeerPhysA,0.0,0.09475,0.901896,-0.192529,0.565891
sp00185,35,Peer_hit_med,PeerPhysA,0.0,0.01475,0.986593,-0.014184,0.347782
sp00185,38,M_unavail_poor,EN,0.0,0.08875,0.919925,-0.086922,0.121941
sp00185,39,F_unavail_poor,EN,0.0,0.17475,0.835039,-0.188362,0.018808
sp00185,40,P_diff_please,NVEA,0.0,0.25775,0.750768,-0.318404,0.105875
sp00185,41,P_no_time,NVEA,0.0,0.0825,0.921696,-0.085766,0.099659
sp00185,42,P_loved_you,EN,0.0,0.01075,0.988975,-0.013244,0.750588
sp00185,43,P_special,EN,0.0,0.01825,0.982972,-0.021966,0.760338
sp00185,44,P_protect,PN,0.0,0.00575,0.994016,-0.007035,0.623411
sp00185,45,P_ER,PN,0.0,0.00475,0.994617,-0.006133,0.569855
sp00185,46,No_food,PN,0.0,0.00575,0.994289,-0.005799,0.222205
sp00185,47,Dirty_clothes,PN,0.0,0.00325,0.996176,-0.003852,0.221989
sp00185,48,Adult_resposibility,NVEA,0.0,0.32675,0.668819,-0.714524,0.523106
sp00185,49,Financial_pressure,NVEA,1.0,0.34775,0.356038,-1.499083,0.503535
sp00185,50,Kept_secrets,NVEA,1.0,0.23375,0.243439,-1.590472,0.177893
sp00185,51,Looked_out_each_other,PN,0.0,0.0395,0.96198,-0.04431,0.347598
sp00185,52,Fam_strength,EN,0.0,0.03,0.970609,-0.032,0.262688
sp00186,1,Swore,PVA,0.0,0.45925,0.540832,-1.159754,0.584569
sp00186,2,Hurtful,PVA,1.0,0.7135,0.716385,-0.485976,0.454061
sp00186,3,Afraid,PVA,1.0,0.628,0.628694,-0.560142,0.217328
sp00186,4,Leave,PVA,0.0,0.20475,0.800774,-0.232232,-0.005269
sp00186,5,Closet,NVEA,0.0,0.057,0.943985,-0.058506,0.221102
sp00186,6,Pushed,PPhysA,1.0,0.622,0.632431,-0.513072,0.113241
sp00186,7,Hit,PPhysA,0.0,0.31125,0.689288,-0.431715,0.256042
sp00186,8,Hit_med,PPhysA,0.0,0.039,0.961216,-0.04036,0.083887
sp00186,9,Spank_open,PPhysA,1.0,0.959,0.958074,-0.070596,0.490429
sp00186,10,Spanked_bare,PPhysA,0.0,0.37175,0.628936,-0.704217,0.3036
sp00186,11,Spanked_strap,PPhysA,1.0,0.47675,0.473407,-1.075133,0.223033
sp00186,12,Sex_comment,SexA,0.0,0.04325,0.952722,-0.04994,0.128435
sp00186,13,Fondled,SexA,0.0,0.0315,0.9648,-0.036447,0.102173
sp00186,14,Touch_them,SexA,0.0,0.0165,0.983574,-0.01672,0.00292
sp00186,19,o_fondled,SexA,0.0,0.16525,0.848564,-0.18293,0.34223
sp00186,20,o_intercourse,SexA,0.0,0.0435,0.958236,-0.047655,0.253425
sp00186,21,Adults_push_m,WIPV,1.0,0.86725,0.866578,-0.19504,0.565103
sp00186,22,Adults_hit_m,WIPV,1.0,0.53625,0.528313,-1.134521,0.408047
sp00186,23,Adults_hit_med_m,WIPV,0.0,0.25775,0.739041,-0.428094,0.389519
sp00186,24,Adults_push_f,WIPV,1.0,0.58975,0.584036,-0.642477,0.208572
sp00186,25,Adults_hit_f,WIPV,0.0,0.14325,0.863024,-0.161216,0.31803
sp00186,26,peer_swore,PeerVA,1.0,0.92325,0.919076,-0.100283,0.2665
sp00186,27,Peer_hurtful,PeerVA,1.0,0.966,0.964728,-0.048689,0.440715
sp00186,28,Peer_Rumors,PeerVA,0.0,0.76625,0.237935,-2.099437,0.454085
sp00186,29,Peer_Excluded,PeerVA,1.0,0.72025,0.717805,-0.414932,0.202126
sp00186,30,Peer_afraid,PeerVA,1.0,0.3905,0.380621,-1.070037,-0.020735
