subject,item,item_id,subscale,response,n_years,y_hat,y_pred,loo,ku
06bbq91suy80q9j76pm6zjm6,40,P_diff_please,NVEA,0.0,0.0,0.63625,0.360991,-1.080986,0.152456
06bbq91suy80q9j76pm6zjm6,41,P_no_time,NVEA,1.0,8.0,0.415,0.412964,-0.945472,0.208304
06bbq91suy80q9j76pm6zjm6,42,P_loved_you,EN,0.0,0.0,0.09675,0.907327,-0.098973,0.080709
06bbq91suy80q9j76pm6zjm6,43,P_special,EN,1.0,18.0,0.2315,0.226569,-1.548407,-0.042296
06bbq91suy80q9j76pm6zjm6,44,P_protect,PN,1.0,18.0,0.11975,0.121392,-2.313491,0.207276
06bbq91suy80q9j76pm6zjm6,45,P_ER,PN,0.0,6.0,0.07625,0.924325,-0.079414,0.022811
06bbq91suy80q9j76pm6zjm6,46,No_food,PN,0.0,0.0,0.08475,0.90746,-0.099107,-0.001174
06bbq91suy80q9j76pm6zjm6,47,Dirty_clothes,PN,0.0,0.0,0.04625,0.956839,-0.04463,0.186604
06bbq91suy80q9j76pm6zjm6,48,Adult_resposibility,NVEA,1.0,7.0,0.4935,0.478604,-0.776374,0.045464
06bbq91suy80q9j76pm6zjm6,49,Financial_pressure,NVEA,1.0,10.0,0.51725,0.525223,-0.663959,0.066505
06bbq91suy80q9j76pm6zjm6,50,Kept_secrets,NVEA,0.0,0.0,0.38575,0.619324,-0.487752,-0.021781
06bbq91suy80q9j76pm6zjm6,51,Looked_out_each_other,PN,1.0,18.0,0.27825,0.282296,-1.378263,0.056118
06bbq91suy80q9j76pm6zjm6,52,Fam_strength,EN,1.0,18.0,0.4615,0.463416,-0.864033,0.172362
0ddozbstshs0yud86h4ws2e6,1,Swore,PVA,0.0,0.0,0.25325,0.756513,-0.301378,0.123248
0ddozbstshs0yud86h4ws2e6,2,Hurtful,PVA,0.0,0.0,0.41225,0.591901,-0.60392,0.137202
0ddozbstshs0yud86h4ws2e6,3,Afraid,PVA,0.0,0.0,0.11025,0.88728,-0.129482,0.130716
0ddozbstshs0yud86h4ws2e6,4,Leave,PVA,0.0,0.0,0.0655,0.938517,-0.064841,0.050347
0ddozbstshs0yud86h4ws2e6,5,Closet,NVEA,0.0,0.0,0.01375,0.983254,-0.016966,0.021146
0ddozbstshs0yud86h4ws2e6,6,Pushed,PPhysA,0.0,0.0,0.145,0.850278,-0.172364,0.076089
0ddozbstshs0yud86h4ws2e6,7,Hit,PPhysA,0.0,0.0,0.05525,0.945973,-0.057347,0.016832
0ddozbstshs0yud86h4ws2e6,8,Hit_med,PPhysA,0.0,0.0,0.00475,0.996132,-0.003889,0.063521
0ddozbstshs0yud86h4ws2e6,9,Spank_open,PPhysA,0.0,0.0,0.6025,0.392227,-0.960978,0.18125
0ddozbstshs0yud86h4ws2e6,10,Spanked_bare,PPhysA,0.0,0.0,0.14975,0.848718,-0.165925,0.101086
0ddozbstshs0yud86h4ws2e6,11,Spanked_strap,PPhysA,0.0,0.0,0.2415,0.754524,-0.287952,-0.02318
0ddozbstshs0yud86h4ws2e6,12,Sex_comment,SexA,0.0,0.0,0.02225,0.977811,-0.022635,0.065416
0ddozbstshs0yud86h4ws2e6,13,Fondled,SexA,0.0,0.0,0.0155,0.983552,-0.016684,0.071807
0ddozbstshs0yud86h4ws2e6,14,Touch_them,SexA,0.0,0.0,0.00975,0.988986,-0.011118,-0.027313
0ddozbstshs0yud86h4ws2e6,19,o_fondled,SexA,0.0,0.0,0.0355,0.962183,-0.0388,-0.117207
0ddozbstshs0yud86h4ws2e6,20,o_intercourse,SexA,0.0,0.0,0.01175,0.98606,-0.014109,-0.137175
0ddozbstshs0yud86h4ws2e6,21,Adults_push_m,WIPV,0.0,0.0,0.08375,0.927726,-0.076734,0.055509
0ddozbstshs0yud86h4ws2e6,22,Adults_hit_m,WIPV,0.0,0.0,0.01475,0.988418,-0.011742,0.130432
0ddozbstshs0yud86h4ws2e6,23,Adults_hit_med_m,WIPV,0.0,0.0,0.01,0.990086,-0.010005,0.091857
0ddozbstshs0yud86h4ws2e6,24,Adults_push_f,WIPV,0.0,0.0,0.03775,0.962308,-0.038813,0.087752
0ddozbstshs0yud86h4ws2e6,25,Adults_hit_f,WIPV,0.0,0.0,0.004,0.995804,-0.004219,-0.099865
0ddozbstshs0yud86h4ws2e6,26,peer_swore,PeerVA,1.0,7.0,0.531,0.529266,-0.676443,0.081596
0ddozbstshs0yud86h4ws2e6,27,Peer_hurtful,PeerVA,1.0,7.0,0.64875,0.660315,-0.438379,0.059889
0ddozbstshs0yud86h4ws2e6,28,Peer_Rumors,PeerVA,0.0,0.0,0.39075,0.595478,-0.533002,-0.012773
0ddozbstshs0yud86h4ws2e6,29,Peer_Excluded,PeerVA,0.0,0.0,0.4285,0.572552,-0.567242,-0.056862
0ddozbstshs0yud86h4ws2e6,30,Peer_afraid,PeerVA,0.0,0.0,0.12,0.879035,-0.131545,-0.042987
0ddozbstshs0yud86h4ws2e6,31,Peer_threat_money,PeerPhysA,0.0,0.0,0.05075,0.951962,-0.049578,-0.045783
0ddozbstshs0yud86h4ws2e6,32,Peer_forced,PeerPhysA,0.0,0.0,0.095,0.911707,-0.093734,0.000179
0ddozbstshs0yud86h4ws2e6,33,Peer_pushed,PeerPhysA,1.0,5.0,0.18425,0.193026,-1.750059,0.185122
0ddozbstshs0yud86h4ws2e6,34,Peer_hit,PeerPhysA,1.0,5.0,0.07975,0.077207,-2.714273,0.19469
0ddozbstshs0yud86h4ws2e6,35,Peer_hit_med,PeerPhysA,0.0,0.0,0.01,0.987379,-0.012769,-0.103072
0ddozbstshs0yud86h4ws2e6,36,Peer_forced_sex,SexA,1.0,1.0,0.0425,0.046427,-3.27443,0.120675
0ddozbstshs0yud86h4ws2e6,37,Peer_sex_not_want,SexA,1.0,1.0,0.0705,0.06769,-2.836099,0.142819
0ddozbstshs0yud86h4ws2e6,38,M_unavail_poor,EN,0.0,0.0,0.09875,0.898655,-0.111746,0.068593
0ddozbstshs0yud86h4ws2e6,39,F_unavail_poor,EN,1.0,1.0,0.2505,0.252499,-1.491605,0.331592
0ddozbstshs0yud86h4ws2e6,40,P_diff_please,NVEA,0.0,0.0,0.29175,0.702716,-0.375956,0.048876
0ddozbstshs0yud86h4ws2e6,41,P_no_time,NVEA,0.0,0.0,0.14075,0.867283,-0.147853,0.054124
0ddozbstshs0yud86h4ws2e6,42,P_loved_you,EN,0.0,0.0,0.02075,0.977952,-0.022481,0.113743
0ddozbstshs0yud86h4ws2e6,43,P_special,EN,0.0,0.0,0.08475,0.918146,-0.086775,-0.073339
0ddozbstshs0yud86h4ws2e6,44,P_protect,PN,0.0,0.0,0.0205,0.977799,-0.022722,0.142156
0ddozbstshs0yud86h4ws2e6,45,P_ER,PN,0.0,0.0,0.023,0.974906,-0.025575,-0.023711
0ddozbstshs0yud86h4ws2e6,46,No_food,PN,0.0,0.0,0.01975,0.980565,-0.019801,0.085522
0ddozbstshs0yud86h4ws2e6,47,Dirty_clothes,PN,0.0,0.0,0.00875,0.991203,-0.008879,0.175303
0ddozbstshs0yud86h4ws2e6,48,Adult_resposibility,NVEA,0.0,0.0,0.197,0.812033,-0.216924,0.001851
0ddozbstshs0yud86h4ws2e6,49,Financial_pressure,NVEA,0.0,0.0,0.2855,0.72647,-0.330678,0.015206
0ddozbstshs0yud86h4ws2e6,50,Kept_secrets,NVEA,0.0,0.0,0.2,0.79571,-0.232803,0.012513
0ddozbstshs0yud86h4ws2e6,51,Looked_out_each_other,PN,0.0,0.0,0.06775,0.933299,-0.070816,0.043958
0ddozbstshs0yud86h4ws2e6,52,Fam_strength,EN,0.0,0.0,0.10075,0.896244,-0.1158,0.048756
0ebo2aov3p0s87qjkp2ia86v,1,Swore,PVA,0.0,0.0,0.14625,0.854827,-0.167594,0.109569
0ebo2aov3p0s87qjkp2ia86v,2,Hurtful,PVA,0.0,0.0,0.26225,0.746805,-0.333432,0.171429
0ebo2aov3p0s87qjkp2ia86v,3,Afraid,PVA,0.0,0.0,0.05,0.948618,-0.055565,0.21419
0ebo2aov3p0s87qjkp2ia86v,4,Leave,PVA,0.0,0.0,0.032,0.965483,-0.035706,0.135391
0ebo2aov3p0s87qjkp2ia86v,5,Closet,NVEA,0.0,0.0,0.01325,0.989005,-0.011106,-0.072434
0ebo2aov3p0s87qjkp2ia86v,6,Pushed,PPhysA,0.0,0.0,0.08475,0.918553,-0.088969,0.11107
0ebo2aov3p0s87qjkp2ia86v,7,Hit,PPhysA,0.0,0.0,0.02475,0.974212,-0.026715,0.280836
0ebo2aov3p0s87qjkp2ia86v,8,Hit_med,PPhysA,0.0,0.0,0.001,0.997946,-0.002061,0.065393
0ebo2aov3p0s87qjkp2ia86v,9,Spank_open,PPhysA,1.0,2.0,0.541,0.541017,-0.634595,0.21621
0ebo2aov3p0s87qjkp2ia86v,10,Spanked_bare,PPhysA,0.0,0.0,0.1115,0.882401,-0.126663,0.052731
0ebo2aov3p0s87qjkp2ia86v,11,Spanked_strap,PPhysA,0.0,0.0,0.1865,0.812437,-0.212639,0.090912
0ebo2aov3p0s87qjkp2ia86v,12,Sex_comment,SexA,0.0,0.0,0.01375,0.987392,-0.01277,0.169153
0ebo2aov3p0s87qjkp2ia86v,13,Fondled,SexA,0.0,0.0,0.0085,0.99005,-0.010049,0.028454
0ebo2aov3p0s87qjkp2ia86v,14,Touch_them,SexA,0.0,0.0,0.0065,0.992688,-0.007366,-0.032328
0ebo2aov3p0s87qjkp2ia86v,19,o_fondled,SexA,0.0,0.0,0.026,0.973561,-0.02697,-0.092362
0ebo2aov3p0s87qjkp2ia86v,20,o_intercourse,SexA,0.0,0.0,0.0075,0.991335,-0.008742,0.086487
0ebo2aov3p0s87qjkp2ia86v,21,Adults_push_m,WIPV,0.0,0.0,0.0425,0.957916,-0.04375,0.130542
0ebo2aov3p0s87qjkp2ia86v,22,Adults_hit_m,WIPV,0.0,0.0,0.006,0.994405,-0.005643,0.127008
0ebo2aov3p0s87qjkp2ia86v,23,Adults_hit_med_m,WIPV,0.0,0.0,0.00775,0.993971,-0.006069,0.127579
0ebo2aov3p0s87qjkp2ia86v,24,Adults_push_f,WIPV,0.0,0.0,0.02725,0.976903,-0.023575,-0.001373
0ebo2aov3p0s87qjkp2ia86v,25,Adults_hit_f,WIPV,0.0,0.0,0.0025,0.997743,-0.002265,0.054286
0ebo2aov3p0s87qjkp2ia86v,26,peer_swore,PeerVA,0.0,0.0,0.429,0.57829,-0.584097,0.084594
0ebo2aov3p0s87qjkp2ia86v,27,Peer_hurtful,PeerVA,1.0,2.0,0.56225,0.551915,-0.647899,0.274698
0ebo2aov3p0s87qjkp2ia86v,28,Peer_Rumors,PeerVA,1.0,3.0,0.343,0.33175,-1.161464,0.252356
0ebo2aov3p0s87qjkp2ia86v,29,Peer_Excluded,PeerVA,0.0,0.0,0.369,0.629444,-0.472451,-0.033929
0ebo2aov3p0s87qjkp2ia86v,30,Peer_afraid,PeerVA,0.0,0.0,0.08,0.918448,-0.086735,0.04321
0ebo2aov3p0s87qjkp2ia86v,31,Peer_threat_money,PeerPhysA,0.0,0.0,0.036,0.965636,-0.035217,0.063156
0ebo2aov3p0s87qjkp2ia86v,32,Peer_forced,PeerPhysA,0.0,0.0,0.058,0.939507,-0.063207,0.034238
0ebo2aov3p0s87qjkp2ia86v,33,Peer_pushed,PeerPhysA,1.0,1.0,0.13475,0.137655,-2.147992,0.417457
0ebo2aov3p0s87qjkp2ia86v,34,Peer_hit,PeerPhysA,1.0,1.0,0.05375,0.053886,-3.131361,0.351
0ebo2aov3p0s87qjkp2ia86v,35,Peer_hit_med,PeerPhysA,0.0,0.0,0.00775,0.992542,-0.007519,0.133698
0ebo2aov3p0s87qjkp2ia86v,36,Peer_forced_sex,SexA,0.0,0.0,0.028,0.969357,-0.031394,0.151953
0ebo2aov3p0s87qjkp2ia86v,37,Peer_sex_not_want,SexA,0.0,0.0,0.044,0.952746,-0.048886,-0.028037
0ebo2aov3p0s87qjkp2ia86v,38,M_unavail_poor,EN,0.0,0.0,0.05475,0.946966,-0.05629,0.099166
0ebo2aov3p0s87qjkp2ia86v,39,F_unavail_poor,EN,0.0,0.0,0.17575,0.823417,-0.201758,0.079081
0ebo2aov3p0s87qjkp2ia86v,40,P_diff_please,NVEA,0.0,0.0,0.19875,0.802704,-0.23343,0.092054
0ebo2aov3p0s87qjkp2ia86v,41,P_no_time,NVEA,0.0,0.0,0.0795,0.920952,-0.085053,0.031193
0ebo2aov3p0s87qjkp2ia86v,42,P_loved_you,EN,0.0,3.0,0.01125,0.987298,-0.01287,0.033106
0ebo2aov3p0s87qjkp2ia86v,43,P_special,EN,0.0,3.0,0.051,0.946439,-0.055823,0.119489
0ebo2aov3p0s87qjkp2ia86v,44,P_protect,PN,0.0,0.0,0.00975,0.988683,-0.011477,0.200997
0ebo2aov3p0s87qjkp2ia86v,45,P_ER,PN,0.0,0.0,0.01575,0.983582,-0.016649,0.022311
0ebo2aov3p0s87qjkp2ia86v,46,No_food,PN,0.0,0.0,0.01025,0.989418,-0.010707,0.208484
0ebo2aov3p0s87qjkp2ia86v,47,Dirty_clothes,PN,0.0,0.0,0.003,0.995137,-0.004894,-0.013196
0ebo2aov3p0s87qjkp2ia86v,48,Adult_resposibility,NVEA,0.0,0.0,0.13275,0.879448,-0.133268,0.105405
0ebo2aov3p0s87qjkp2ia86v,49,Financial_pressure,NVEA,0.0,0.0,0.20225,0.800494,-0.230282,0.028823
0ebo2aov3p0s87qjkp2ia86v,50,Kept_secrets,NVEA,0.0,0.0,0.1485,0.844936,-0.171818,0.068834
0ebo2aov3p0s87qjkp2ia86v,51,Looked_out_each_other,PN,0.0,0.0,0.03775,0.963786,-0.03763,0.135911
0ebo2aov3p0s87qjkp2ia86v,52,Fam_strength,EN,0.0,3.0,0.05425,0.948513,-0.054992,0.23999
0iu4qs5k9054br05oho875qo,1,Swore,PVA,1.0,7.0,0.86625,0.86678,-0.146698,0.071711
0iu4qs5k9054br05oho875qo,2,Hurtful,PVA,1.0,8.0,0.959,0.955225,-0.046392,0.226404
0iu4qs5k9054br05oho875qo,3,Afraid,PVA,1.0,6.0,0.87425,0.875957,-0.138524,0.2664
0iu4qs5k9054br05oho875qo,4,Leave,PVA,0.0,0.0,0.51275,0.481485,-0.778714,0.131228
0iu4qs5k9054br05oho875qo,5,Closet,NVEA,0.0,0.0,0.11375,0.879353,-0.130843,0.138961
0iu4qs5k9054br05oho875qo,6,Pushed,PPhysA,1.0,4.0,0.8075,0.810511,-0.218317,0.091168
0iu4qs5k9054br05oho875qo,7,Hit,PPhysA,1.0,4.0,0.66575,0.677533,-0.419794,0.186808
0iu4qs5k9054br05oho875qo,8,Hit_med,PPhysA,0.0,0.0,0.086,0.912499,-0.094052,0.119103
0iu4qs5k9054br05oho875qo,9,Spank_open,PPhysA,0.0,0.0,0.8325,0.158865,-1.879643,-0.117021
0iu4qs5k9054br05oho875qo,10,Spanked_bare,PPhysA,0.0,0.0,0.39975,0.596537,-0.526527,0.12841
0iu4qs5k9054br05oho875qo,11,Spanked_strap,PPhysA,0.0,0.0,0.61675,0.390354,-0.966259,0.114682
0iu4qs5k9054br05oho875qo,12,Sex_comment,SexA,0.0,0.0,0.2635,0.752337,-0.295579,0.120935
0iu4qs5k9054br05oho875qo,13,Fondled,SexA,1.0,2.0,0.1675,0.16309,-1.92697,0.105838
0iu4qs5k9054br05oho875qo,14,Touch_them,SexA,1.0,2.0,0.08,0.079397,-2.680076,0.188439
0iu4qs5k9054br05oho875qo,15,Push_sib,WSV,1.0,4.0,0.594,0.590676,-0.5997,0.137279
0iu4qs5k9054br05oho875qo,16,Hit_sib_med,WSV,0.0,0.0,0.08675,0.908921,-0.100768,0.314944
0iu4qs5k9054br05oho875qo,17,Sex_comment_sib,WSV,0.0,0.0,0.19925,0.809864,-0.229924,0.231177
0iu4qs5k9054br05oho875qo,18,Fondled_sib,WSV,0.0,0.0,0.111,0.891328,-0.123697,0.208803
0iu4qs5k9054br05oho875qo,19,o_fondled,SexA,1.0,2.0,0.1895,0.184153,-1.757459,-0.027734
0iu4qs5k9054br05oho875qo,20,o_intercourse,SexA,1.0,2.0,0.13625,0.130229,-2.162588,-0.014475
0iu4qs5k9054br05oho875qo,21,Adults_push_m,WIPV,1.0,8.0,0.5295,0.523319,-0.682528,0.114098
0iu4qs5k9054br05oho875qo,22,Adults_hit_m,WIPV,1.0,4.0,0.301,0.285216,-1.393755,0.065632
0iu4qs5k9054br05oho875qo,23,Adults_hit_med_m,WIPV,0.0,0.0,0.088,0.898102,-0.109599,0.112059
0iu4qs5k9054br05oho875qo,24,Adults_push_f,WIPV,1.0,4.0,0.2895,0.298423,-1.276787,0.152629
0iu4qs5k9054br05oho875qo,25,Adults_hit_f,WIPV,0.0,0.0,0.081,0.914092,-0.092215,0.102866
0iu4qs5k9054br05oho875qo,26,peer_swore,PeerVA,1.0,12.0,0.891,0.890759,-0.116976,-0.015053
0iu4qs5k9054br05oho875qo,27,Peer_hurtful,PeerVA,1.0,11.0,0.938,0.93938,-0.063002,-0.132969
0iu4qs5k9054br05oho875qo,28,Peer_Rumors,PeerVA,1.0,4.0,0.7385,0.739665,-0.305747,-0.08259
